,desc,location,size,value
432,"This is a Beautiful, spacious and well maintained 5 bedrooms double storied house sitting on half acre mature flat garden. MAIN F...","Close to Braeburn School, Ridgeways, Nairobi",5,80000000
433,"5 BEDROOM ALL ENSUITE STANDALONE TO LET Located strategically with convenience to Karen country club , hub mall and neighbouring ...","Karen, Nairobi",5,62000000
434,Large compound on a 0. 68 acre land with spectacular landscaping. Mature plants in the compound with spectacular spaces in betwee...,"Riverside, Nairobi",5,200000000
440,Large balcony to the living room and the master bedroom. Master bedroom en suite and fitted with a Jacuzzi. Kitchen fitted with...,"Lavington, Lavington, Nairobi",5,80000000
444,This is more than a contemporary residential development. It is a luxurious urban lifestyle experience that offers you just about...,"Lower Kabete Rd Spring Valley, Westlands, Nairobi",5,85000000
445,"Nested on 1/2 acre in a gated community. Its a 5 bedroom house all en suite, spacious, well lit, large windows, fitted...","Runda, Nairobi",5,85000000
447,"Nested on 1/2 acre in a gated community. Its a 5 bedroom house all en suite, spacious, well lit, large windows, fitted...","Runda, Nairobi",5,85000000
451,It's a five bedroom house located in kerarapon 14th drive. . Kerarapon is just the area neighbouring Karen on your way to...,"Kerarapon , Kerarapon, Nairobi",5,35000000
452,Old Muthaiga-An exclusive 5 bedroom house sitting on 0. 75 of an acre land for sale. This property is close to top-norch...,"Muthaiga-5 bedroom house for sale, Muthaiga, Nairobi",5,240000000
456,Selling a 5 bedroom house on 1/2 an acre in garden estate near Braeburn school.,"Garden Estate, Nairobi",5,60000000
457,Exclusive 5 bedroom villa in a court of six units within a gated community. Its located in a secure neighborhood with residents...,"nairobi lavington, Lavington, Nairobi",5,78000000
461,This Estate consists of 5 and 6 bedroom homes each on approximately ½ acre Located in Old Kitisuru. This is an establishment...,"Old Kitisuru, Kitisuru, Nairobi",5,110000000
463,"Level in character, tranquility, elegance, space and charm is this irresistible 5Bedroomed Double storey residence for sale. It h...","Runda, Nairobi",5,95000000
465,Awesomely 5 bedroom house in Runda with amazing finishings and decors All the bedroom are en-suite with modern toilet settings an...,"Runda, Runda, Nairobi",5,150000000
466,The gorgeous villas are absolutely peaceful residential setup only ten minutes’ walk from the main street of the langata - Karen ...,"Karen, Nairobi",5,80000000
467,Awesomely 5 bedroom house in Runda with amazing finishings and decors All the bedroom are en-suite with modern toilet settings an...,"Runda, Runda, Nairobi",5,150000000
468,A stunning modern ambassadorial house located in the heart of Runda. It has the following features; Its in three levels A spaciou...,"Runda Eagles, Runda, Nairobi",5,130000000
469,"Luxury living re defined within this exclusive Contemporary development in Miotoni, Karen. The development of 10 units sits nestl...","Karen, Nairobi",5,115000000
470,Wealthlink presents a very elegant and charming newly built ambassadorial house in the heart of Runda. It is very ideal for a...,"Runda, Runda, Nairobi",5,240000000
471,"Tudor- Style redefined simply describes this amazing property. Located in the coveted Muthaiga North community, it is in an exclu...",,5,180000000
474,Luxury 5 bedroom standalone house on 0. 6 acre for sale 5 bedrooms(all en-suite) GROUND FLOOR Entrance hall Modern fitted kitchen...,"Flame Tree Dr Kitisuru, Runda, Nairobi",5,250000000
479,This is a beautiful development of 13 townhouses with stunning views overlooking Kabete Dam and Forest. Located along Lower Kabet...,"lower kabete rd, Westlands, Nairobi",5,125000000
481,KIAMBU area. ASKING KSH 100 MILLION call: 0712964649 for more info. 5 Ambassadorial (all en-suite) Servant quarters 1/2 acre with...,"Ridgeways Rd Nairobi, Ridgeways, Nairobi",5,100000000
485,"House for sale, general mathenge, oldonyo sabuk double storey house basement with a family room living room with a fire place, be...","Donyo Sabuk Ave Spring Valley, Westlands, Nairobi",5,105000000
487,5 bedroom all en suite house located in Runda for Sale . Key features; - In a gated community - The property...,"Mae Properties Dr Kitisuru, Runda, Nairobi",5,100000000
488,"Revel in character, tranquility, elegance, space and charm is this astounding 5Bedroomed house for sale. The house has a 2Bedroom...","Runda, Nairobi",5,90000000
489,"House for sale, general mathenge, oldonyo sabuk double storey house basement with a family room living room with a fire place, be...","Donyo Sabuk Ave Spring Valley, Westlands, Nairobi",5,105000000
492,In a gated community of 15 units 5 be all en suite Self contained Sq Sunken lounge Separate dinning area Spacious kitchen...,"Hatheru Apartments Maziwa, Lavington, Nairobi",5,65000000
494,5 Bedrooms all ensuite DSQ Guest house 2 Rooms all ensuite Cabro Paved driveway Beautiful Trees Well manicured lawns Cctv,"191 Bogani Rd, Karen, Nairobi",5,100000000
495,newly developed gated community on approximately five acres with five top quality ready new homes each on about an acre. Overlook...,"Mbagathi Ridge Nairobi, Karen, Nairobi",5,115000000
497,"Beautiful 5brm double storey standalone house sitting on 0. 5 acre, features; # all en suite # servants quarter # family lounge...","Near police post, Nyari, Nairobi",5,90000000
500,This Brand new house is located in the Exclusive area of Runda at Runda Park Seating on slightly over half acre land...,"EAGLE PARK, Runda, Nairobi",5,180000000
501,Gated community of three Excellent location. about 2km from the main road Cabro paved driveway spacious lounge Spacious dinning a...,"Katani Road Syokimau, Syokimau, Nairobi",5,15000000
505,"Well built and finished 5 bedroom townhouse on 1/2 acre of land, with staff quarters for two in the serene neighborhood ,...","Gigiri, Nairobi",5,160000000
506,"Well built and finished 5 bedroom townhouse on 1/2 acre of land, with staff quarters for two in the serene neighborhood ,...","Gigiri, Nairobi",5,160000000
507,"Up for sale is an exquisite five bedrooms’ house in the heart of Gigiri, Wispers. I bet no other house has such...","Gigiri, Nairobi",5,120000000
508,A stunning modern ambassadorial house located in the heart of Runda. It has the following features; Its in two levels A spacious....,"Ruaka Road, Runda, Nairobi",5,250000000
511,This is a 5 bedroom house in karen plains seated on half an acre all bedroom ensuit asking for 72M ono,"Karen Plains , Karen, Nairobi",5,72000000
516,A new development is up for sale with a 5 bedroom mansion which is under construction and is almost done. It consist...,"Unnamed Road Nairobi, Karen, Nairobi",5,75000000
517,Elegant 5 bedroom villa for sale in Runda within a gated community sitting on 1/2 acre mature garden. Features Include: Large ope...,"Runda-5 bedroom townhouse for sale, Runda, Nairobi",5,85000000
522,Elegant 5 bedroom villa for sale in Runda within a gated community sitting on 1/2 acre mature garden. Features Include: Large ope...,"Runda-5 bedroom townhouse for sale, Runda, Nairobi",5,85000000
524,"Located in the tranquil upmarket residential neighborhood of Karen, Bogani Park is an oasis of serenity. Accessed from Bogani Roa...","Bogani Rd Nairobi, Karen, Nairobi",5,85000000
526,"An elegant well presented house on 0. 6 acre of beautiful garden. Living room, dining room, family room, study, fitted kitchen, 5...","Runda, Nairobi",5,220000000
528,Lovely 5 bedroom mansion keen on details for Sale . In 5 Star Estate off Kiambu road On a 1/2 acre piece...,"5 Star estate off Kiambu road, Kiambu Road, Nairobi",5,65000000
530,The Tudor style exlusive country homes are located along Kerarapon Road in the charming and convenient leafy Karen suburb. Lying ...,"Kerarapon Road Karen, Karen, Nairobi",5,65000000
532,Located in Riverside is this magnificent 5 bedroom penthouse for sale which is spread out on three levels Features Fitted kitchen...,"Riverside, Nairobi",5,80000000
537,Lovely 5 bedroom mansion keen on details for Sale . In 5 Star Estate off Kiambu road On a 1/2 acre piece...,"5 Star estate off Kiambu road, Kiambu Road, Nairobi",5,65000000
538,"Situated in karen""s most prestigious location address – nandi road in nairobi kenya, heavenly abode of only 6 ultra-luxurious mod...","Miotoni Rd Karen, Karen, Nairobi",5,130000000
547,"Spacious Prime House For Sale, This is a storey house, Has 5 Bedrooms Ensuits, Has open Kitchen, Has Dsq, Has Ample Parking,...","Ruaka Rd Kitisuru, Runda, Nairobi",5,110000000
548,This spacious house is located in the quiet leafy suburb of LAVINGTON convent road which is a secure residence. On one and...,"Convent Rd Maziwa, Lavington, Nairobi",5,75000000
551,Luxury gated living of only 6 Villas in the sought after area of Karen under construction ( Show House Ready). 5 Bedroom...,"Karen, Nairobi",5,85000000
552,Located in an exclusive gated community of 10 homes lies these majestic 5 Bedroom houses. Each villa sits on 0. 5 acres...,"Karen, Nairobi",5,80000000
554,This is a five bedrooms house all en-suite it located in the suburb of runda it's on a half acer land being...,"30 Mimosa Close, Runda Mimosa Rd, Runda, Nairobi",5,70000000
555,Item: house no. Of bedrooms: 5 no. Of bathrooms: 4 availability: immediately status: unfurnished land size: half acre location: k...,"Kitisuru, Nairobi",5,67000000
556,"This is a modern luxury development in the quiet Karen suburb of Nairobi. It is reachable from Langata , Karen Road and...","Karen, Nairobi",5,80000000
557,Modern High-End 5 bedroom house in a secured community in Ridgeways for Sale. This magnificent property is on half an acre with...,"Ridgeways, Nairobi",5,90000000
558,"A beautiful estate located in Karen, off Ngong Rd, with a blend of green trees, landscaped gardens and a tranquil environment. It...","Karen, Nairobi",5,75000000
559,This is a five bedrooms house all en-suite it located in the suburb of runda it's on a half acer land being...,"30 Mimosa Close, Runda Mimosa Rd, Runda, Nairobi",5,70000000
560,"Classic home! Spacious lounge with a fire place, Fitted kitchen with a breakfast area, Study room, Large terrace with open fire p...","Windy Ridge Karen, Karen, Nairobi",5,115000000
564,-all ensuite -Fully furnished -swimming pool -backup power -borehole -electric fence -serene and quiet environmrnt,"Kingara Rd Maziwa, Lavington, Nairobi",5,37000000
565,This 5 bedroom house all en suite has its location in Lavington in a serene environment. Amenities All en-suite Family room Study...,"Lavington, Nairobi",5,75000000
566,A magnificent residential stand alone house on half an acre with well manicure garden . The ground floor has a sunken lounge...,"Runda, Runda, Nairobi",5,135000000
568,* This is an exclusive development located in Nairobi’s up-market Lavington. * This development is designed for families looking ...,"Amboseli Road, Lavington, Nairobi",5,75000000
572,It won’t be easy to click out of holiday mode in this stylishly contemporary residence for the modern pleasure-seeker. 5 bedroom ...,"Ngong View Road Karen, Karen, Nairobi",5,110000000
573,This is a five bedrooms all ensuite tastefully built 2bedroom guest house all ensuite two sqs heated swimming pool full equipped ...,"Loresho Ridge Loresho, Loresho, Nairobi",5,320000000
577,"Located close to UN offices, US Embassy, and Shopping malls , Schools. A charming two leveled 5 bedroom stand alone home on...","Runda flemtree, Runda, Nairobi",5,255000000
578,Brief description of the property: Five bedroom Maisonette with ancillary unit and a laundry unit. The property was recently remo...,"SPACIOUS 5 BRM MAISONETTE AT AVENUE PARK II, NEAR TAJ MALL, Avenue Park, Nairobi",5,20000000
581,"A beautiful 5 bedroom home set within the gates of renowned Nyari Estate, boasting a mature half acre garden and proximity to...","Nyari Estate , Nyari, Nairobi",5,125000000
596,1. Spacious 5 bedroom house with a servant quarter 2. Spacious Living room extending to the dining room 3. Modern Spacious Kitche...,"Karen, Nairobi",5,90000000
600,5 bedroom all en suite house located in Runda for Sale . Key features; - In a gated community - The property...,"Runda Drive Kitisuru, Runda, Nairobi",5,90000000
602,"This stunning home is spacious. It is a stand alone home, in an established area within a a very secure court. It...",,5,87000000
604,This is a magnificent deal now offered at Loresho area it has the following features specious kitchen and dining area the living....,"14 Kibagare Way, Loresho, Nairobi",5,80000000
608,This is a magnificent deal now offered at Loresho area it has the following features specious kitchen and dining area the living....,"14 Kibagare Way, Loresho, Nairobi",5,80000000
612,Elegant double storey house on 1/2 acre plot 5 bedrooms(4 en-suite) Entrance hall Bright sunken lounge with fireplace Modern kitc...,"Ibis Drive, Nyari, Nairobi",5,190000000
613,This exciting home is an entertainer s dream home and will provide a great home for your family . Sitting on half...,"Runda, Runda, Nairobi",5,100000000
617,5 bedrooms with all the rooms en-suite Spacious rooms Matured garden A swimming pool Borehole Tight security with a 24-hour secur...,"Unnamed Road Muthaiga, Muthaiga North, Nairobi",5,550000000
618,"The house offer 5 all ensuite bedrooms, spacious master bedroom with Jacuzzi and well designed wardrobes, exquisite fireplace, sp...","Runda Mimosa, Runda, Nairobi",5,130000000
619,located in kileleshwa is this 5 bedroom townhouse standing on 1/8 acre plot in mwingi court along mwingi road. The house has...,"kileleshwa, Kileleshwa, Nairobi",5,60000000
622,Luxury 3 storey stand alone house 4 bedrooms(all en-suite) GROUND FLOOR Modern kitchen with pantry Bright spacious lounge Separat...,"Chalbi Dr Maziwa, Lavington, Nairobi",5,62000000
625,~Five bedroom master ensuite house with servant quarter. ~Kitchen with an island table. ~A large lounge and a family room at 1st....,"Unnamed Road Mihango, Utawala, Nairobi",5,14000000
628,sitting on a 1/2an acre Located in an extremely serene environment Spacious sunken lounge with a functional fire place The wooden...,"30 Mimosa Close, Runda Mimosa Rd, Runda, Nairobi",5,140000000
631,"Homes don't come up for sale very often in this coveted Rosslyn location. The house is lovely and warm, and a must-see!...",,5,85000000
634,"This is a rare opportunity to own a stand alone house on 0. 5 acres in the green leafy suburb of Kitusuru,...","Rosslyn Lone Tree Estate Rd Kitisuru, Kitisuru, Nairobi",5,60000000
641,"Conveniently located behind Jafferries Club along Convent Drive in the heart of Lavington is this beautiful 3 story, 5 bedroom al...","97 James Gichuru Road, Lavington, Nairobi",5,72000000
642,"5 bedroom villa all ensuite with dsq for two in gated community each on half an acre with shared:swimming pool, gym and...","mimosa, Runda, Nairobi",5,85000000
653,"The house is new and spacious with a large living room, dining room, kitchen and four bedrooms with bathrooms. The windows are...","Katani Road Syokimau, Syokimau, Nairobi",5,16500000
656,Runda-Ambassadorial 5 bedroom house for sale sitting for 1/2 acre mature garden. Large lounge fitted with Italian chandeliers to ...,"Runda close to Braeburn school,UN offices,Embassies and shopping malls, Runda, Nairobi",5,270000000
657,"A well presented 4 bedroom double storey house in quiet residential area on 0. 69 acres, having a lounge with a fireplace...","Riverside Drive , Riverside, Nairobi",5,180000000
658,"Enjoy the Runda suburb in this magnificent home with tasteful design and finishes. Located with convenience to the U. N, Village ...","Runda, Nairobi",5,140000000
659,"Exquisite , modern, tranquil, well designed and placed in a Flat, mature garden in the parcel of land measuring 1. 082 acres...","Runda, Nairobi",5,350000000
660,"5 bedroom house plus sq for sale in Kenyatta road, Ruiru . Ample parking , modern kitchen and build on gated community.","Kenyatta, Nairobi",5,18000000
664,Gated community of three Excellent location. about 2km from the main road Cabro paved driveway spacious lounge Spacious dinning a...,"Syokimau, Nairobi",5,16000000
665,The house is a standalone located in Mountain view in a secure place. It has 3 bedrooms that are en suite with...,"Mountain View , Mountain View, Nairobi",5,50000000
666,Ambassadorial 5 bedroom double storey home located at the heart of old Runda sitting on 1. 082 acre plot . A drive...,"Runda, Nairobi",5,350000000
669,Gated community of three Excellent location. about 2km from the main road Cabro paved driveway spacious lounge Spacious dinning a...,"Syokimau, Nairobi",5,16000000
674,"5 bedroom house located near KCB leadership training center, all ensiute sitting on 1acre of land key features include: -entry po...","Road Karen, Karen, Nairobi",5,90000000
676,This exciting home is an entertainers dream and will provide a great home for your family Sitting on a half acre lot...,"Runda, Runda, Nairobi",5,135000000
679,An exclusive and prestigious modern townhouses development in westlands . the 18 luxiourious houses comprises of aesthetically pl...,"westlands, Westlands, Nairobi",5,58000000
681,"5 bedroom house for sale in New Muthaiga, thigiri Asking: 120 million Call: 0727394867","Thigiri Ridge Rd Kitisuru, Thigiri, Nairobi",5,120000000
689,"It is a very spacious elegant 5 bedroom double story house all ensuite with 2 bedroom guest wing. it has spacious bedrooms,...","Sio kimau, Mombasa Rd, Nairobi",5,27000000
690,"- Runda, 5 bedrooms. . All ensuite. 5 seating areas - 2 servants quarters. - on half an acre. ASKING Ksh 100...","13 Runda Drive, Runda, Nairobi",5,100000000
691,A 5bd house (all ensuite) on appx. is 4629sq. ft. with DSQ for 1 on a little under half acre the current...,"Donyo Sabuk, Westlands, Nairobi",5,150000000
694,"The house sits on half acre piece of land in the much sort after upmarket area of Runda, near the famous Two...","Mumwe Drive Kiambu County, Runda, Nairobi",5,83000000
697,Deerpark Karen is an innovative new development which surpasses the expectations of conventional gated compounds. Through progres...,"Deerpark, Karen, Nairobi",5,117000000
698,"Located in General Mathenge is this 5 bedroom 3 ensuite for sale . its very well maintained with a backyard, solar, and...","Westlands, Nairobi",5,85000000
700,"5 bedroom all ensuite villa of 338sqm, in Lavington, Chalbi drive. The villas will be ready for occupation in 2017 June/July. It....","Chalbi Dr Maziwa, Lavington, Nairobi",5,55000000
702,"This is a new stunning house for sale, all bedrooms are ensuit with guesthouse in a gated community, has a beautiful and...","Mimosa drive , Runda, Nairobi",5,80000000
705,"This is a new stunning house for sale, all bedrooms are ensuit with guesthouse in a gated community, has a beautiful and...","Mimosa drive , Runda, Nairobi",5,80000000
708,"A stretched 5 bedroom mansion in Runda Water Estate off Runda groove for Sale, with 2 Dsq, ideal for a home, spacious...","Runda water,oof Runda road, Runda, Nairobi",5,75000000
710,"5 bedroom maisonatte for sale in kerarapon , karen. Selling price:37m. - tarmacked road - own compound with Perimeter wall - 24...","Kerarapon, Nairobi",5,37000000
714,"5 bedroom plus sq town house for sale In Lavington , Hatheru road. . Property features: -Ample parking. -Modern kitchen. -Spaciou...","Lavington, Nairobi",5,50000000
715,Few minutes drive to PEPONI PREPARATORY SCHOOL AND ISK. An ambassadors 5Br contemporary double storey house sitting on beautifull...,"Hillview rise, Hillview, Nairobi",5,150000000
718,A luxurious 5 bedroom house In a gated community Five bedrooms all en suit with a walk in master bathroom Spacious lounge...,"Bianca Villas Maziwa, Lavington, Nairobi",5,55000000
722,Lovely 4 BR house plus SQs in South B - Eagle area near Winners Chapel church . All rooms are quite spacious...,"South B, Nairobi",5,32000000
724,IT IS AN ARCHITECTURAL MARVEL COMBINES CHARM AND CHARACTER Located in a Gated community Located along Kiambu road just before the...,"KIAMBU ROAD, Kiambu Road, Nairobi",5,65000000
725,"5 bedroom plus sq town house for sale In Lavington , Hatheru road. . Property features: -Ample parking. -Modern kitchen. -Spaciou...","Lavington, Nairobi",5,50000000
726,"Exquisite , modern, tranquil, well designed and placed in a Flat, mature garden in the parcel of land measuring 1. 082 acres...","Runda, Nairobi",5,350000000
728,All 5 bedrooms are ensuite and with fitted wardrobes. Lower floor. Spacious lounge with fire place and open to the garden with...,"Marist Ln Nairobi, Karen, Nairobi",5,130000000
729,This prime property is located in this peaceful heart of Runda. This unique 5Br all ensuites home offers contemporary living arra...,"Runda road, Runda, Nairobi",5,150000000
734,"3 Ensuit, 2Dsqs, modern kitchen, separate dining area, mature garden, perimeter wall, fitted with electric fence. Very new toilet...","Kitisuru, Nairobi",5,75000000
738,"At the heart of lower Kabete spring valley is this beautiful townhouse house for sale with elegant finishing, spacious lounge ope...","Spring valley, Lower Kabete, Nairobi",5,90000000
746,Just 700 m off Karen club is this executive house/ home standing on a half acre plot of red soil. It is...,"Karen Rd Nairobi, Karen, Nairobi",5,68000000
747,"Lavington Riara Road-1/2 acre property for sale with FREEHOLD LEASE Plus a 5 bedroom double storey house 3 bedrooms en-suite, 4 D...","Lavington Riara Road Behind Junction mall,Riara group of schools,, Lavington, Nairobi",5,300000000
749,"This is a 5Bedroomed all ensuite in Karen near Bomas. It sits on 0. 5Acres Land. It has a study room, family...","Resolving address..., Karen, Nairobi",5,58000000
750,5 bedrooms home all ensuite with geust house mature garden on 1/2 acre plot in a gatted community in Runda Mae. Call...,"Mimosa drive, Runda, Nairobi",5,80000000
757,"In a gated community and a serene environment is this 5 bedroom villa all bedrooms are en suite, a large spacious family...","runda water, Runda, Nairobi",5,100000000
761,"Strategically Located in a Serene, Quiet, Secure area of Kileleshwa is this: > 5 Bed Rooms Double Story. >All Bed Rooms En...","MANDERA ROAD, Kileleshwa, Nairobi",5,290000000
762,"Karen - Resurrection Gardens. Beautifully stand alone five bedroom house sitting on 1. 1 acres, with mature trees and spacious la...","Dagoretti Rd, Karen, Nairobi",5,75000000
769,"5 bedrooms house in muthaiga with borehore, swimming pool asking price 750million on 2. 9 acre","Muthaiga road, Muthaiga, Nairobi",5,750000000
770,"Spacious 5 bedroom house on 1/2 acre located within 5 minutes drive to the UN Gigiri Complex On a well manicured garden,...","Gigiri, Nairobi",5,150000000
783,New Luxury villas in Lavington for sale. Ksh 75 Million call 0710818402 | 0703790095 | 5 bedrooms(all en-suite) Features Entrance...,"Mugumo Rd Maziwa, Lavington, Nairobi",5,75000000
786,5BEDROOM plus sq maisonett hse with perfect touches all ensuite in a serene environment. Its newly constructed sitting on a half ...,"Karen, Nairobi",5,78000000
788,"-The cottage of 2 en-suite bedroom each complete with a private lounge. -Kitchen -Clock room, -Siting room -Garage for 2 cars, -S...","Siaya Rd Kileleshwa, Kileleshwa, Nairobi",5,170000000
794,"Well positioned on a large piece of land ( just over an acre), this beautiful cozy home oozes charm, warmth and character...","5 Bedroom Bungalow For Sale In Lavington, Lavington, Nairobi",5,200000000
795,"It's a beaùtiful 5bdrm unfurnished family house, all ensuite with a 2bdrm servant quarters, has a separate dining area, living ro...","It's at Gigiri., Runda, Nairobi",5,150000000
796,Located off Chadi road 500m from the Gateway Mall In a gated community and seats on an eighth Spacious lounge with a...,"OFF CHADI ROAD, Syokimau, Nairobi",5,26000000
799,Five bedroom house all ensuite in kitisuru on 1. 1acer land with 3 bedroom geaustwing plus a dsq of 2 people now...,"2.0A1 Kitisuru Rd, Kitisuru, Nairobi",5,160000000
802,"Unique 5brm double storey standalone house, features ; # all en suite # servants quarter # walk in closet # study room...","Eliud mathu road, Runda, Nairobi",5,130000000
804,"Set on 1. 1 acres, this property is situated on its own compound and shares a common security gate with six other...","Rhino Park Close Karen, Karen, Nairobi",5,72000000
807,Five bedrooms house for sale in Hill View The house has semi detached guest houses and its located in A very secured...,"Hillview, Nairobi",5,150000000
811,This is a large 5 bedroom house within a gated community of 10 houses on a total of 5 acres. The house...,"Dik Dik Lane, Karen, Nairobi",5,72000000
812,"This is spectacular, premier charming and Artistically designed AMBASSODORIAL 5BR double storey house sitting on beautifull matur...","Runda road, Runda, Nairobi",5,250000000
813,"This is a 5 bedroom all en-suite with plus a DSQ, wooden floor and a family room. it is a corner house...","Hatheru Rd Maziwa, Lavington, Nairobi",5,55000000
818,An exceptional 3 bedroom house with A separate 2 bedroom guest wing located in Old Muthaiga On 1/2 acre freehold land located...,"Muthaiga, Nairobi",5,200000000
820,Located in karen fair acres. . is this charming 5 bedroom house on 1/2 acre developed land. This house has a jacuzzi...,"Fair Acres Rd Nairobi, Karen, Nairobi",5,85000000
821,"Exquisite architecture, stunning design and impeccably built, is a double storey home & a separate office block all built with lo...","Lower Kabete , Lower Kabete, Nairobi",5,
826,Located in karen fair acres. . is this charming 5 bedroom house on 1/2 acre developed land. This house has a jacuzzi...,"Fair Acres Rd Nairobi, Karen, Nairobi",5,85000000
832,This house is urgently on sale lacated in Karen Bomas on a 0. 5 acre of land it has a double parking...,"Karen, Nairobi",5,60000000
833,Spacious 5 bedroom furnished house with 4 bedrooms ensuite for sale. Property features: -Master bedroom creatively set up with lo...,"Syokimau, Nairobi",5,25000000
834,"Prime 8. 5 Acres Land For Sale, -With 5 Br Bungalow For Sale, -The property is fairly Flat and of Red Soil,...","Lower Kabete Road, Kitisuru, Nairobi",5,1300000000
835,"The best 5bdm sq of Kyuna, the best development, with modern and old touch all combined to give a modern feeling of...","Kyuna Rd, Nairobi, Kenya, Kyuna, Nairobi",5,130000000
840,In a gated Community,"Runda, Nairobi",5,120000000
845,"The very nice property is new, with nice and spacious kitchen, being a double storely, all the rooms are self contained, it...","Andrew Zagoritis Rd, Nairobi, Kenya, Runda, Nairobi",5,125000000
846,"These Luxurious Homes are modern , contemporary , own compound set in a very serene and secure environment, in Karen. This home...",,5,70000000
847,This Nairobi Real Estate for sale is close to Kitisuru and good for a high end residential or for Town houses. Features...,"Spring valley, Spring Valley, Nairobi",5,350000000
849,Very beautiful 5 bed-roomed maisonette in Muimara Estate next to Imara daima Estate. Very modern and well taken care of. Spacious...,"117 Tegla Lorupe Rd, Imara Daima, Nairobi",5,17500000
851,In the serene Kitisuru Area is this magnificent development of 14 newly built homes on 7. 5 acres with plinth area ranging...,"Kitisuru Rd, Kitisuru, Nairobi",5,120000000
852,A striking modern townhouse nested in the prime suburbs of Lavington in a serene development comprising of only 8 units. This wel...,"off Convent Drive, Lavington, Nairobi",5,65000000
853,This is a five bedrooms house all en-suite on 0. 5 acer land the following are features of the house is very...,"Muiri Cl Nairobi, Karen, Nairobi",5,60000000
857,"This luxurious 5 bedroom Bungalow is along Kerarapon Drive, a serene and well developed area, off Ngong Road, just after Masai Bo...","Kerarapon, Nairobi",5,35000000
860,"This Lavish Townhouse is in Kileleshwa area, Modern spacious finishing features, Master bedroom with fitted steam sauna shower, J...","33 Othaya Rd, Kileleshwa, Nairobi",5,120000000
862,: It’s on half an acre and he is selling at 55 million : Walking distance to Brae burn Garden Estate :...,"Garden Estate Rd Nairobi, Garden Estate, Nairobi",5,55000000
863,"Introduced by a winding driveway up the hill, this split level house sits magnificently at the top of the hill enjoyed unparallel...","Thigiri Ridge Ambassadorial House, Thigiri, Nairobi",5,170000000
866,A very spacious/executive 5 bedroom maisonette in kitisuru. The stand alone house is on a half acres land with a big garden/compo...,"Getathuru Rd Kiambu County, Kitisuru, Nairobi",5,80000000
868,"Well built and finished 5 bedroom townhouse on 1/2 acre of land, with staff quarters for two in the serene neighborhood ,...","Gigiri, Nairobi",5,160000000
870,The gorgeous Golden Oak villa is an absolute peaceful residential setup only ten minutes' walk from the main street of the Langat...,,5,78000000
874,"Unique 5 brm double storey standalone house sitting on 1/2 acre, features # all en suite # servants quarter # swimming pool...","Pan Africa road , Runda, Nairobi",5,130000000
876,=very quiet neibourhood =green and serene =home away from home =vey close to galleria,"Kikenni Dr Nairobi, Karen, Nairobi",5,200000000
877,Regency Park consists of 6 homes each set on 0. 5 acres on a total of 3 acres. The development boasts modern...,"Kombe Road Nairobi, Karen, Nairobi",5,85000000
879,"An elegant 5 bedroom contemporary home perched on half acre within Runda’s most desired gated compound, barely 3 minutes drive fr...","Runda, Runda, Nairobi",5,120000000
887,Five bedrooms house for sale in Hill View The house has semi detached guest houses and its located in A very secured...,"Hillview, Nairobi",5,150000000
895,Located in the heart of Karen is this superb 5 bedroom Townhouse all en-suite on 1/2 an acre. Amenities 5 Bedroom All...,"Karen, Nairobi",5,78000000
896,"5 bedrooms house all ensuit, on 1. 7 acres, 18 metres swimming pool, club house, sauna, steam with theater roomdsq, CCTV cameras....","Karen road , Karen, Nairobi",5,330000000
899,Dofra Solutions is selling a well built five bedroom house in Karen. The house has a large compound and its built on...,"Karen, Nairobi",5,62000000
900,For Sale property in Westland 5 bedroom all ensuite on half acre asking price 120million,"Diagnostic Centre Highridge, Westlands, Nairobi",5,120000000
903,This beautiful house is ready for sale in Runda Standing on half acre piece of land. 5 bedroom all en suite. 2...,"Glory Rd Nairobi County, Runda, Nairobi",5,130000000
908,Quick for sale ½ an acre plot in Runda . The plot has a project of incomplete 5 bedroom with approved plan...,"Runda, Nairobi",5,50000000
910,"Itsa well maintained five bedroom unfurnished double storeyed house, allensuite with a one bedroom guest wing , it has a big sitt...","nyari estate, Nyari, Nairobi",5,80000000
911,Come see this 5 bedroom Townhouse with specious wooden floor and breathtaking panoramic views of well landscaped garden! You’ll l...,"Kitisuru, Nairobi",5,58000000
912,"Well built and finished 5 bedroom townhouse on 1/2 acre of land, with staff quarters for two in the serene neighborhood ,...","Gigiri, Nairobi",5,160000000
916,"5 bedroom house on 1/2 an acre in kitisuru estate, has a servant quarter separately in the compound, laundry area, spacious maste...","Kitisuru, Nairobi",5,85000000
917,"This gated complex consists of 5 gorgeous homes that exude elegance! High ceilings, excellent finishes located in the heart of Ka...",,5,150000000
919,This house is primarily located in leafy suburbs of Runda area standing in its own compound of half acre. It is uniquely...,"Runda, Nairobi",5,80000000
923,This modern stunning gated community development of only six homes in the quiet Karen suburb of Nairobi . The location is in...,,5,85000000
924,"Set in the tranquil neighbourhood of Karen, two luxurious and unique villas designed to the highest international standards with ...",,5,200000000
925,"This newly built alluring house boasts of unrivaled magnificence and is available for sale, The house has 5 bedrooms all en suite...","Runda, Nairobi",5,190000000
933,This is a 5 bedrooms house all N suit in Karen Plains Seating in 1/2 an acre. Asking for 58M O. N.,"Karen Plains, Karen, Nairobi",5,58000000
