,desc,location,size,value
219,"Executive 5 bedrooms double storey with a dsq available for sale.
All bedrooms ensuite
Quite spacious rooms.
Very modern finishes
Well fitted fire place
Family room
Well kept mature garden
It is in a half acre compound
Free hold title deed
Very secure compound
Ample parking","Old Kitusuru Rd, New Kitusuru, Westlands",5,65000000
233,5 bedroom house for sale in Loresho.,"Loresho, Westlands",5,80000000
241,"A magnificent 5 bedroom Villas (All Ensuite) with a Study room plus a servant quarter located in Lavington in a gated community of 15 units sitting on an expansive compound with ample parking, spacious rooms, electric fence, executive high quality finish, secure , quiet and exclusive neighborhood. An ideal family home.","Lavington, Dagoretti North",5,60000000
254,"A spacious 4/5 bedroom (All ensuite) villas in a compound of 4 homes measuring approximately 5000 sq ft. with panoramic views of the forest.
Details:
Fitted kitchen with pantry
Large Sitting Room
Large dining area
Utility area
DSQ for 1
Entertainment area with access to the garden","Riverside, Westlands",5,90000000
257,"A 5bd house (all ensuite) on appx. is 4629sq.ft. with DSQ for 1 on a little under half acre the current unexpired term of the lease is 25 years.  Property is an area zoned for low density residential use. on three levels basement with an entertainment area opening to garden, ground has living room, private dining, play room, kitchen, a lock room, lobby and one room en suite, upstairs is a family room two en suite rooms and another two with balconies plus a cloak room","General Mathenge, Westlands",5,150000000
258,"If you are looking to immerse yourself into an environment of absolute serenity without losing the convenience you would expect from a modern city residence then look no further than Heliconia Water Gardens, located on lower Kabete road a few meters from Zen Gardens.
FACILITIES
Heliconia water gardens enjoys close proximity to recreational facilities, hospitals, shopping malls, fine dining and learning institutions.
CONCEPT AND DESIGN
A beautiful complex of 13 villas with four bedroom and five bedrooms options on 5 acres piece of land with stunning views overlooking the Kabete dam.
The villas each have a two bed roomed DSQ and all villas are ensuite.
SALIENT FEATURES
· Spacious sizes of 5875 sqft and 7532sqft
· Large lounge and dining, with a patio to entertain your guests
· High quality sanitary fittings and tiling
· Fully fitted kitchens and wardrobes
· External kitchen and dhobi area
· Spacious study room
· Spacious upper private family room
COMMON FEATURES
· Beautiful recreational deck overlooking the dam
· Perimeter wall with electric fence
· Immaculately landscaped gardens on all common areas and houses
· Backup power generator for security and common areas
· Solar water heating for each house
· Cabro paved driveways and ample parking.
Ready for occupation.","Lower Kabete, Westlands",5,110000000
259,"This beautifully appointed townhouse is set out on three luxurious levels of stunning living spaces with inspiring views. It offers five large bedrooms all en-suite, open plan living area and dining room flowing to a modern fully fitted kitchen possessing the state of the art in exclusive finishes. There is a tranquil private well manicured garden at the back. It is in a well secured most sought after neighbourhood.","Lavington, Dagoretti North",5,83000000
264,"In a compound of 4 is an exquisite 3 storeyed house measuring Approx. 7,700 sq.ft.
Modern open plan concept with attention to details. Upscale features and neat finishes.
Comprises of: -
5 BEDROOMS (ALL EN-SUITE) WITH WALK-IN CLOSETS
AMERICAN KITCHEN OPENING TO BREAKFAST & DINING AREA
SPACIOUS LOUNGE WITH FIREPLACE
SOLAR WATER HEATING + INVERTER
LARGE TERRACE-ENTERTAINMENT AREA WITH KITCHENETTE & WASHROOMS
DSQ FOR 2 (SELF-CONTAINED)
24HR SECURITY & ALARM SYSTEM
Price: Kshs:105M","Kyuna, Westlands",5,105000000
265,"This property is situated in Gigiri area. It is a short distance from The UNEP offices, Roslyn Academy, Village Market, The U.S Embassy among a myriad other Embassies and NGOs.
The property is erected on 1/2 an acre level and well drained plot.
The property is available for sale at Ksh. 140 Miilion o.n.o.","Gigiri, Westlands",5,140000000
267,"Beautiful 5 bedroom house located in the upper hill area, seated on approximately 1/4 an acre. Walking distance to NIC Bank and Nakumatt Mega. Public transport is also available. Located conveniently near town 1 Km away. Roads are tarmacked and provide easy access to Kenyatta hospital, Nairobi hospital and Kilimani area.","Upper Hill, Langata",5,140000000
268,The gorgeous Golden Oak villa is an absolute peaceful residential setup only ten minutes' walk from the main street of the Langata - Karen road. It consists of modern tropical architecture and Victorian style interiors provide no distraction from the breathtaking forest views and the surrounding landscape.,"Karen, Langata",5,78000000
269,"This spectacular home is in a gated complex in Miotoni. It has 5 bedrooms all en-suite, office/study, tv room and a veranda with a fireplace. The master bedroom has a balcony and a walk-in closet. It has a fully fitted kitchen with a gas cooker and microwave and a breakfast nook. The home is in a secure neighborhood and has CCTV. Great to bring up a family. Call me today to book a viewing!","Karen, Langata",5,79000000
270,"Set in the tranquil neighbourhood of Karen, two luxurious and unique villas designed to the highest international standards with breathtaking views. With a brook running along the property, and surrounded by birdsong 365 days a year, these two properties are an exquisite statement of luxury and panache. Both beautifully finished with copious amounts of space, these homes depict elegance, Tasteful design and exquisite taste","Karen, Langata",5,200000000
276,"This rustic home sits on half an acre and is located in the highly sought after area in Karen, Miotoni.
It is a modern home with attractive rustic stone exteriors and contemporary finishes, mahogany flooring etc.
The kitchen is fitted with high-end accessories, kitchen island and an adjoining room.
It is in a gated complex.
Extras include a gym and a swimming pool surrounded by a great entertainment space.
Call me today to today to book a viewing!","Miotoni, Karen, Langata",5,130000000
279,"A development comprising of 6 town houses each sitting on a half an acre
5 Mins drive to lavington Green
All the bedrooms are ensuite with a dsq
Has Sunken Lounge
Separate dinning area
Wooden floors for common areas
Fitted kitchen
Inbuilt wardrobes
Steam and sauna
Master bedroom has a Jacuzzi
Family area","James Gichuru, Lavington, Dagoretti North",5,80000000
281,"Five bedroom state of the art in a gated community a walking distance to Hemingways and Karen country club..all en-suite lounge, dining family rooms and an sq for 3.
manicured lawns,power backup and borehole.","Karen, Langata",5,90000000
285,"Classic 5 bedrooms town house with a dsq for 2 available sale.
Brand new town house
All bedrooms ensuite
Spacious fitted kitchen
Very modern finishes
Large sunken lounge
Open terrace on roof top
Backyard mature garden
Solar panel
Domestic servant quarters for 2
Ample parking
Quite secure compound
Borehole
Club house and a party area
In a gated community of 4","Shanzu Rd, Spring Valley, Westlands",5,62000000
287,"1/2 Acre Land For Sale With 5Bedroom Bungalow For Sale in Kerarapon, Karen
Located along 8th Drive
Has 5Bedrooms, Master Ensuite with 2 Garage
Water and Electricity on sight
Clean Title Deed","Karen, Langata",5,34500000
301,"This is a beautiful Well presented double storey house located in the heart of Runda Estate and has the following features,
Sits on half acre beautifully landscaped mature garden,
5 Bedrooms,3 ensuites master bedroom with bathtub,cubicle shower and walk-incloset,
Spacious lounge with fireplace and a separate dining room,
Family/T.V.room,
Modern kitchen with granite countertops,
Pantry and a Laundry,
Domestic Staff quarters for two,
Lockable garage for two,
Perimeter wall with electric fence all round,
The house is in a very good condition and ready for immediate occupation.","Runda, Kiambu",5,85000000
302,"Its a beautiful 5 bdrm townhouse,
All ensuite with a domestic staff quarters,
Has a guest toilet,
Separate dining area,
Living room with a fireplace,
Kitchen,
Pantry,
Laundry area,
Tv room/family room,
Wooden floor,
Safe haven.
Private garden.
The compound has a common swimming pool, generator, borehole, gym,club house,kids play ground.
Security UN approved.","Runda, Kiambu",5,110000000
309,Spaciuos 5 bedroom all ensuite spacious plus dsq.Family room plus tv room.Six in a compund,"Lavington, Dagoretti North",5,85000000
310,five bedrooms for sale in lavington for 68 million slightly negotiable,"Lavington, Dagoretti North",5,68000000
313,"High End 5 Bedrooms Villa For Sale.
An outstanding 5 bedroom Villa in Runda for sale.
It is in a nice and calm location with beautiful scenic views, with good neighbourhood .
It has well maintained front yard and backyard landscaped garden.
All the 5 bedrooms are en suite with the house offering the following features:
•	Well fitted modern Kitchen with granite worktops
•	Enough storage space(pantry and wooden cupboards)
•	Tiled floors
•	Separate dinning area
•	Lounge
•	Wooden floors
•	Covered parking space for two cars
•	Clubhouse
•	Gym
•	Sauna and Steam bath•
Swimming pool 
•	Alarm system
•	24 Hr security guards
•	Alarm system
•	Perimeter wall
•	Electric fence","Runda, Kiambu",5,110000000
315,"This meticulously finished home is grand and homely at the same time. Sitting on a half acre, it is built with the finest materials from the mahogany stairs, down to the finer details in the imported electrical sockets, they built this home to last!
All 5 bedrooms are ensuite, and all great sizes.
The living room is grand and has an open, split level layout connecting to the dining room complete with a large lounge and fireplace.
The kitchen is top-range with granite counters and a breakfast area.
It is complete with a laundry room, and two staff quarters.
The compound is complete with a chalet for all your entertaining needs.
There is a complete pool house complete with all the necessities of a pool house. There is space and provision to build your own swimming pool.
This home is magnificent and ready to be your next home!
Call to schedule a viewing today!","Runda, Kiambu",5,95000000
319,"An elegant well presented house on 0.6 acre of beautiful garden.
Living room, dining room, family room, study, fitted kitchen, 5 ensuite bedrooms, cloakroom, spacious balconies.
2 staff rooms, guard house, water storage, solar heating.","Runda, Kiambu",5,250000000
334,"Jipe Villas
Located on Kabarsirian Road in Westlands is this 5 Bedroom Deluxe Villa
in a compound of 14. The secure and gated community is located in the
prime area of Westlands, behind Kianda School, and easily accessible to
other schools; St. Marys Boys, Loreto Convent, Nairobi Academy, Braeside School, Nairobi School etc.
•The ground floor features a good sized living room, dining room, kitchen and an extra en-suite room that can be used as a study room or guest bedroom.
•The first floor has a family room and four bedrooms all en-suite. All rooms have ample closet area with a walk in closet in the Master Bedroom.
The villa also has a self contained 1 bedroom basement apartment that can be used for rental purposes.
Other features include:
- A Jacuzzi, steam Bath & Walk in Closet in the master bedroom
- A swimming pool within the community
- Parking for 2 with extra parking available on the drive way
- A servant quarters
- Dhobi area
- A small garden
- 24 hour security and electric fence
Price @ 50 million","Jipe Villas, Muthangari, Nairobi, Nairobi County, Ke, Westlands Area, Westlands",5,50000000
345,"its town house, very spacious, elegant finishing, tight security in gated community of four","Ongata Rongai, Kajiado North",5,18000000
350,"The Grove, is a unique development of six villas on Redhill off Limuru Road, on half acre plots Off St. Julian’s Road on Baraka Road.
This beautiful property sits on a four acre plot. It is only 15 minutes from the Two Rivers Mall , a walking distance to the quiescent St.Julian retreat center and 10 minutes to the Limuru Golf and Country Club and 15 minutes from the Brackenhurst hotel .
Ideally located only 2.4 kilometers off Limuru road, the Grove is a serene, quiet and beautiful place to call home.
These enchanting houses are built on two levels, with an excellent layout, wooden floor and extravagant space.
Each unit features;
-Five bedrooms ,
-4 en-suite
-Spacious living room with a fireplace
-A huge manicured garden
-Parking for four cars per unit
-Two ensuite DSQs
-A gym
-A Study Room/Home office
-A spacious open plan kitchen
-A wash area
-A Patio
Total built area : 5,500 sq. ft
Other amenities include;
•Borehole
•Solar Water Heating
•Electric Fencing
•On site Generator
•Bio-digester
•All European Lighting Fixtures
•Krono Flooring (European)
•German & European Bathroom Fittings
•Custom-made Kitchen, Wardrobes and Cabinetry
•Spacious Hallways
•Secondary Kitchen/Indoor Utility room
•Separate Pantry room
•Outhouse Office/Gym/Storage
•2 external DSQ –sleeps 4
•Total plot size per home : HALF acre
•9 meter wide internal roads","Limuru Area, Limuru",5,80000000
355,"An exclusive development of seven units, carefully set on a mature wooded site of 5.4 acres located on Kitisuru Road with 7 units. These each unit is 7,100 sq ft split level houses, only 3 of which are now available.
The style follows the elegant Tudor style of architecture externally, whilst internally fulfilling all of today's needs. The houses feature steeply pitched roofs with prominent gables and internal open cruck wooden roofs and stunning woodwork to form the main character of the development.
All houses are set privately on approximately half an acre each.
The houses have the following facilities:
Power backup inverters
NCC Water connection
Perimeter wall
Cabro driveways with ample parking
Street lighting
Solar water heating","Kitisuru, Westlands",5,123000000
356,"Exquisite architecture, stunning design and impeccably built, is a double storey home & a separate office block all built with logs. The property is on 1.4 acre manicured garden with swimming pool.
Features;
•	Spacious living & dining room
•	Modern fitted kitchen
•	5 bedrooms all ensuite
•	Staff quarter for 3.
Sale price: On application.","Lower Kabete, Westlands",5,
360,"A Beautiful 5 bedroom all en- suite Townhouse in a gated community of 11 units in the Olive Point Villas, Riverside comprising of :
A sunken living room
Spacious dining area
Kitchen with a pantry
Cloakroom
Laundry area
Salient Features
A gazebo
Well manicured lawns.
Borehole
Stone Perimeter wall with electric fence
Ample Cabro paved parking got 4 cars & driveway
Children playground
Beautifully landscaped manicured gardens
Secure location
Sale Price : Ksh 75 Million","Riverside, Westlands",5,75000000
368,Stunning 5 Bedrooms Villa For SaleDESCRIPTION:A Newly built 5 bedrooms town house in quiet location of Spring ValleyClose to spring valley shopping centre and within a walking distance to WestlandsWith modern finishes and fittings and excellent workmanshipFEATURES:The main house comprises of:5 Bedrooms all ensuites with two masters with corner bathSpacious lounge with fire placeSeparate dinning areaModern kitchen with pantry and a breakfast areaFamily/TV areaBackyard gardenClub houseStaff quartersBack up generatorSolar heating panelElectric fencing,"Spring Valley, Westlands",5,65000000
370,"This charming 5 bedroom townhouse with DSQ is located in a close-knit and serene neighborhood with lots of tree cover. It is a corner unit, sitting on 0.14 acres in an estate of only 14 townhouses within a gated community. The townhouse has polished wooden floors and wooden fittings, wooden ceiling, spacious rooms, and an enclosed kitchen. Additional features include: ample parking space, generous garden space, a portico entrance, outdoor patio, two international TV satellite dishes, manned gate entrance, among others.
It is in close proximity to Shopping malls like Yaya centre, Lavington, Junction as well as international and private schools like Cavina, French School, Riara, Makini among others.
Price is inclusive of furniture*","Kilimani, Dagoretti North",5,53910802
371,"This gated complex consists of 5 gorgeous homes that exude elegance!High ceilings,exellent finishes located in the heart of Karen. This spacious home consists of 5 bedrooms,all ensuite,2 lounges,attic,family and study room.It has an elegant kitchen that has a breakfast area with Greman fitted accessories. It has lush landscaped gardens,CCTV cameras,high end security.It has a common borehole ,underground water and solar water heating system etc If you are ready to be a Karen Home owner ,book your viewing today.The show house awaits you.","Karen, Langata",5,150000000
374,"Bogani Park is located on the tranquil upmarket area of Karen.Bogani Park is an oasis of serenity, accessed along Bogani Rd,designed for rest & repose away from the hustle & bustle of the city,in close proximity to the best social, educational & commercial amenities,modern yet offering country living
Bogani Park Karen is a gated community development comprising of forty five, 4 and 5 bedroom luxury homes for sale in Nairobi’s most prestigious suburb, Karen. Conceived as an ‘ English Country Estate’,there are 3 types of houses -‘Type A are selling at Kshs. 88M, Type B Kshs.90M, Type C Kshs.100M
House Type C is the grandest of the houses in Bogani Park. They are only 12 units ,It includes features from the other two houses with the inclusion of an additional bedroom, bar area, larger living spaces and covered terraces.
The five bedroom house design aspires to capture all aspects of the ‘English Country Manor’ design aesthetic. It incorporates a double height entrance lobby, living room and extensively covered terraces and balconies.
House Type B was developed to cater for open plan living single level with most of the 392m2 house occupying the ground floor with two en-suite bedrooms accommodated on the upper floor.
There are 8 Type B houses, all of which are four bedroom with generous living and dining room spaces opening out onto the main terrace. The kitchen, study and family rooms are secluded for greater privacy. The guest and master bedrooms have en-suite bathrooms, walk in wardrobes and private terraces overlooking the garden.
House Type A is the most typical of the residential units of which there are 25 across the development each measuring approximately 425m2 in area. The symmetry in the building design provides a pleasing proportional balance and clear orientation throughout the rooms in the house. The ground floor planning provides for easy access from the entrance lobby to the generous living room and dining spaces and garden beyond, whilst the kitchen, study and family room are more secluded for greater privacy.
SHARED AMENITIES
Swimming pool, Steam Room,Sauna,Pool Table,Gym,Lounge & Bar,Children’s Play ground,Management offices","Bogani Park, Karen, Langata",5,100000000
381,"Very spacious
A well immaculated garden
Ample parking with tight security","Karen, Langata",5,85000000
382,"Elegant 5 bedroom double-storey  sitting on 40ft by 80ft plot for sale  along Thika Rd in Kasarani.
 Elegant  5 bedroom  double-storey in a quiet and secure gated community ( Clay City Estate) off Seasons Road. The  double-storey  is located about 300m and 400m from Kasarani-Mwiki Road and Thika Super Highway respectively and is in close proximity to shopping facilities including Thika Road Mall (TRM).
The double-storey has it's own gate, is fully fenced sits on it's own private compound of 40 ft by 80 ft plot,offering privacy for you & your family.
Features:
?  Spacious bedrooms
?  Large lounge/dining area
?  Store
?  Modern kitchen with well finished cabinets and worktops
?  Gypsum ceilings
?  Garage for one and ample secure parking space","Gatama House, Kasarani, Nairobi, Nairobi County, Ke, Clay City, Kasarani",5,22000000
386,"It is a modern 5 bedroom Villas in a serene and secure location in the heart of Lavington, The unique development has a refreshing style in its own way such that the Villas are finished to the highest standard with a certain element of style and luxury in each unit.
It offers only the most contemporary and trendiest living options.
Full scale kitchens, genuine wood, LED lights , Gypsum Ceiling, Large balconies and modern styled bathrooms.
Other features include:
* Spacious 5 bedrooms (all en-suite)
* Large Master bedroom opening to the balcony with walk-in closet & spacious bathroom
* Large Living room
* Fully fitted kitchen opening to the dinning area
* Dinning room
* TV room
* Family room opening to a large balcony
*Study room
*Office
*Gym area
* CCTV Surveillance camera's
* 24 hr security
* Modern and high-end finishes
* Solar water heating
* Ample parking
* Domestic staff quarters
* Laundry area
* Water storage tanks
*solar water heaters etc","Mugumo Road, Lavington, Dagoretti North",5,75000000
388,"These country homes are located along Kerarapon Road in Karen, it is one of the charming and convenient leafy suburbs in Nairobi, lying south west of the City Centre and tucked away in a lush neighborhood full of trees and a flowing river.
The homes are in a secure and serene gated community of 20 houses.
Each of the homes sits on half an acre with a large garden and ample parking.
They are 5 bedroom all en-suite with tudor style finishing.
Each has 2 servant quotas, a spacious sunken lounge and fireplace, a family room with a fireplace and balcony as well.
The houses are on 3 levels.
Shared amenities include; cabro-paved driveway and parking, a swimming pool, baby pool, clubhouse with sauna and gym.
The asking price is kshs 75m.","Karen, Langata",5,75000000
390,"This stunning Five (5) X Bedroom Townhouse is situated in a prime location along Riara Road in the serene environment of Lavington area. The house is within a gated community of 14 houses and is situated approximately 600 m from the Nakumatt Junction Mall. The townhouse measures approximately 2450 square feet. The neighborhood enjoys ample security. Additionally, the subject townhouse is well secured with stone perimeter walling topped with electric fencing. The entrance into the property opens to well-maintained cabro driveways/parking.
The accommodation details comprise:
GROUND FLOOR- Consists of the DINNING AREA, Spacious LIVING ROOM, ONE (1) BEDROOM EN-SUITE, Expansive KITCHEN fitted with high quality modern fittings, cabinets, PANTRY and a door off to the LAUNDRY AREA and SERVANT QUARTER ENSUITE with KITCHENETTE;
FIRST (1st) FLOOR- Comprises of the MASTER BEDROOM EN-SUITE having an INBUILT SPACIOUS WARDROBE with modern fittings in the bathroom and TWO (2) BEDROOMS SHARING.
ATTIC- Consists of ONE (1) BEDROOM ENSUITE
Parking for TWO (2) is also available for each house.
Other notable features of the Townhouse include;
Large water reservoirs.
A small garden.
24 hr. Security.
Lavington is a quiet, upper-middle income neighborhood located about 7 km north west of Nairobi Central Business District.
The neighborhood is characterized by various types of exclusive residential properties including bungalows, maisonettes, high rise apartments (both furnished and unfurnished), as well as various commercial developments such as the Junction Mall which hosts a variety of businesses thus making it a one stop shop as various goods and services are available.
The area has seen massive growth over the years which can be attributed to a number of factors that act as economic drivers including growth of the middle income population, accessibility, economic activities and increased supply of office space.
Other notable places nearby include; The Egyptian Embassy, Makini School, Riara group of schools, Braeside School, Braeburn, Rusinga School, Logos Christian School, Brew Bistro and Lounge, The Thai Place, Valley Arcade, Valencia Gardens, Impala club Fine Breeze Grill, and East African Wildlife Society offices.","Riara Road, Lavington, Dagoretti North",5,43000000
394,"Its a 5 bdrm townhouse,
All ensuite,
Separate dining area,
Living room,
Fireplace with a big balcony overlooking the garden,
Nice bathrooms,
Tv room,
Wooden floor,
Safe haven.
Its in a gated compound.","Lavington, Dagoretti North",5,65000000
398,"New 5 bedroom double storey plus DSQ for sale along Bogani Rd in Karen.
Bogani Park is located on the tranquil upmarket area of Karen.Bogani Park is an oasis of serenity, accessed along Bogani Rd,designed for rest & repose away from the hustle & bustle of the city,in close proximity to the best social, educational & commercial amenities,modern yet offering country living
Bogani Park Karen is a gated community development comprising of forty five, 4 and 5 bedroom luxury homes for sale in Nairobi’s most prestigious suburb, Karen. Conceived as an ‘ English Country Estate’,there are 3 types of houses -‘Type A are selling at Kshs. 88M, Type B Kshs.90M, Type C Kshs.100M
House Type C is the grandest of the houses in Bogani Park. They are only 12 units ,It includes features from the other two houses with the inclusion of an additional bedroom, bar area, larger living spaces and covered terraces.
The five bedroom house design aspires to capture all aspects of the ‘English Country Manor’ design aesthetic. It incorporates a double height entrance lobby, living room and extensively covered terraces and balconies.
House Type B was developed to cater for open plan living single level with most of the 392m2 house occupying the ground floor with two en-suite bedrooms accommodated on the upper floor.
There are 8 Type B houses, all of which are four bedroom with generous living and dining room spaces opening out onto the main terrace. The kitchen, study and family rooms are secluded for greater privacy. The guest and master bedrooms have en-suite bathrooms, walk in wardrobes and private terraces overlooking the garden.
House Type A is the most typical of the residential units of which there are 25 across the development each measuring approximately 425m2 in area. The symmetry in the building design provides a pleasing proportional balance and clear orientation throughout the rooms in the house. The ground floor planning provides for easy access from the entrance lobby to the generous living room and dining spaces and garden beyond, whilst the kitchen, study and family room are more secluded for greater privacy.
SHARED AMENITIES
Swimming pool, Steam Room,Sauna,Pool Table,Gym,Lounge & Bar,Children’s Play ground,Management offices","Bogani Park, Karen, Langata",5,100000000
399,"New 5 bedroom double storey plus DSQ for sale along Bogani Rd in Karen.
Bogani Park is located on the tranquil upmarket area of Karen.Bogani Park is an oasis of serenity, accessed along Bogani Rd,designed for rest & repose away from the hustle & bustle of the city,in close proximity to the best social, educational & commercial amenities,modern yet offering country living
Bogani Park Karen is a gated community development comprising of forty five, 4 and 5 bedroom luxury homes for sale in Nairobi’s most prestigious suburb, Karen. Conceived as an ‘ English Country Estate’,there are 3 types of houses -‘Type A are selling at Kshs. 88M, Type B Kshs.90M, Type C Kshs.100M
House Type C is the grandest of the houses in Bogani Park. They are only 12 units ,It includes features from the other two houses with the inclusion of an additional bedroom, bar area, larger living spaces and covered terraces.
The five bedroom house design aspires to capture all aspects of the ‘English Country Manor’ design aesthetic. It incorporates a double height entrance lobby, living room and extensively covered terraces and balconies.
House Type B was developed to cater for open plan living single level with most of the 392m2 house occupying the ground floor with two en-suite bedrooms accommodated on the upper floor.
There are 8 Type B houses, all of which are four bedroom with generous living and dining room spaces opening out onto the main terrace. The kitchen, study and family rooms are secluded for greater privacy. The guest and master bedrooms have en-suite bathrooms, walk in wardrobes and private terraces overlooking the garden.
House Type A is the most typical of the residential units of which there are 25 across the development each measuring approximately 425m2 in area. The symmetry in the building design provides a pleasing proportional balance and clear orientation throughout the rooms in the house. The ground floor planning provides for easy access from the entrance lobby to the generous living room and dining spaces and garden beyond, whilst the kitchen, study and family room are more secluded for greater privacy.
SHARED AMENITIES
Swimming pool, Steam Room,Sauna,Pool Table,Gym,Lounge & Bar,Children’s Play ground,Management offices","Bogani Park, Karen, Langata",5,100000000
400,"These are amazing Five Bedroom Villas, all en suite with Each unit sitting on half an acre piece of Land in a very serene quiet area. All Villas share the following features:
*All bedrooms en-suite
*Corner Bath tub in master bathroom
*Extensive fitted wardrobes
*Family room
*Fire place at the spacious landing
*En-suite study room
*Two DSQs
*Four car parks
* Laundry
*Kitchenette
* Grass Lawn with tree shading","Karen, Langata",5,75000000
403,"Executive 5 bedroom Townhouse
4 Rooms Ensuite
spacious rooms
open plan kitchen
4 burner table top cooker & oven
massive storage cabinets
large attic space
300 litre solar water
study area
Walk in closet
solar
External w/c
laundry
Borehole
Perimeter wall
Mature Garden
Located in Syokimau ,3 km from Gateway Shopping Mall","Syokimau, Athi River",5,25000000
410,"This newly built palatial house is located in a secure location off Ruaka Road in Runda. It is tastefully and aesthetically finished providing unimaginable comfort.The 5 bedroom two storey house comfortably sits on a generous 0.75 acre and it covers 10,000 sq ft of built up area.It has close proximity proximity to UN Gigiri Area,The Village market, Two rivers mall and Brookhouse school.It borders several Embassies providing Top Notch security.
Features:
-5 En Suite Bedrooms
-Master with Jacuzzi, Shower cubicle and a beautiful in-built Walk-in Closet.
- En-suite Guest Room
-Visitors Cloak Room.
-Modern fully Fitted Kitchen with a pantry.
-Lounge.
-Spacious Dining area.
-Family room
-Spacious Office cum Study Room.
-Spacious Stair Cases with granite tops
-Gypsum Ceiling with decorative lights.
-Wooden floors and quality Ceramic Tiles on the Wet areas
-Laundry area.
-CCTV Cameras
-Solar water heater
-Servant Quarters for 2
-Lockable Garage for 2.
-80,000 Litres Underground Water Storage
-Cabro Paved Driveway and Parking.
-Guards House and a Generator Room.
-Modern Bio Digester
-Manicured and Landscaped Garden.
-Perimeter Wall reinforced with Electrical Fence and Razor Wire.
-Sits in a 0.75 Acre Plot.","Ruaka Road, Runda, Kiambu",5,250000000
412,"This town house for sale is situated within the prestigious Muthaiga North estate which is off Kiambu Road on Coffee Gardens Drive. The town house sits on a quarter of an acre with a well manicured garden with mature trees. It has five bedrooms, master bedroom ensuite, a study, a garage for two cars and a guard house.
The floors are finished in wood parquet save for the kitchen and bathrooms which have high quality ceramic tiles. Internal fittings include in-built wardrobes to the bedrooms, wooden shelves and cupboards, and a stainless steel sink to the kitchen. The house is tastefully decorated with high quality finishes and fittings.
The accommodation comprises of:-
Ground Floor
-Entrance lobby;
-Guest cloakroom;
-Sunken Lounge;
-Dinning Area;
-Kitchen;
-Passage;
-Guest bedroom ensuite with WC, wash hand basin and overhead shower;
-Staircase off to:-
First Floor
-Landing;
-TV Room;
-Two (2) X BEDROOMS;
-Master BEDROOM ensuite with bathtub, WC, wash hand basin. And shower cubicle having overhead shower
shower room
-Shared cloakroom
Muthaiga North Estate is accessible both from Kiambu road and Thika Road and is within easy reach of Nairobi Central Business District. The estate is a quiet, leafy low density residential area with well-designed homes.
A major attraction to the area is its rich red soils, forested landscape, cool climate and accessibility to socio-economic facilities such as the East African Breweries, the five-star Windsor Golf Hotel and Country club, Ridgeways Academy, Braeburn School, Garden City Mall, Karura Forest, Ridgeways Mall. The two Rivers and Rosslyn Malls, and The Village Market.","Coffee Gardens Drive, North Muthaiga, Muthaiga",5,65000000
414,"5 BEDROOM ALL EN SUITE.
BACK UP GENERATOR PLUS SQ.10 IN A COMPOUND.
MATURE GARDEN.AMPLE PARKING AND CABRO PAVED DRIVEWAYS.
WE HAVE MANY DIFFERENT HOUSES WITH DIFFERENT PRICES FOR SALE FROM 20M AND ABOVE .","Lavington, Dagoretti North",5,65000000
417,"Modern Villa located in Lavington, less than 1km from the Junction Shopping Mall on Ngong road in a secure neighborhood.
The court consists of 31 units with a multi-cultural mix in the community ranging from International Expatriates, Diplomatic, Professionals and Business People.
Close proximity to the Junction Shopping Mall on Ngong Rd, Lavington Green, Jaffery Club and many other amenities.
Amenities include:
-5 Bedrooms, All En-suite
-Cloak Room
-Kitchen with Granite Tops + Pantry / Store
-Spacious Living and Dining Area
-Balcony
-Self Contained DSQ
-Borehole
-Electric fencing with alarm
-Ample Parking Space
-Visitors Parking Space
-Boundary Wall with Electric Fence
-Swimming Pool
-Recreational Area
-Cabro Bricks Parking & Driveway","Masanduku Lane, Lavington, Dagoretti North",5,49000000
418,"New development located among the secure and leafy parts of lavington, Gated estate manned with Administration police 24/7 it gives an air of class & tranquility, modern living at its best.
Only 5 units in the compound.
FEATURES INCLUDE:
-5 bedroom all en-suite
-Garden terrace at the rooftop
-Separate living and dining room areas with open balcony
-Tasteful and quality fittings
-Spacious kitchen on the first floor and fully fitted
-Large Laundry area
-Separate entry self-contained DSQ
-Compound has electrical fence and all round CCTV.
-Garage for 4 cars
-The master Bedroom and living room have a fireplace area
-The project is almost ready for occupation","Lavington, Dagoretti North",5,70000000
