,desc,location,size,value
318,5 Bedroom Townhouse in Lavington,"Amboseli Road, Lavington, Nairobi, Nairobi",5,58500000
319,5 Bedroom Townhouse For Sale In Lavington (Kenya) - 3KE1302400,"Lavington, Nairobi, Nairobi",5,58000000
320,House at Muhugu Park- Karen,"Karen, Karen, Nairobi, Nairobi",5,65000000
322,Very Spacious Luxurious 5 Bedrooms House for sale in Kiambu Road,"Runda, Nairobi, Nairobi",5,50250000
323,5 Bedroom Townhouse Syokimau,"Syokimau, Nairobi, Nairobi",5,25000000
324,5 Bedroom House For Sale In Muthaiga North (Kenya) - 3KE1364402,"Muthaiga North, Nairobi, Nairobi",5,180000000
326,5 Bedroom House For Sale In Muthaiga (Kenya) - 3KE1328579,"Muthaiga, Nairobi, Nairobi",5,470000000
328,Lovely New 5 Bedrooms  for sale in Lavington with SQ,"Lavington, Nairobi, Nairobi",5,80000000
329,Karen New Townhouse,"Karen bogani, Karen, Nairobi, Nairobi",5,99000000
332,KAREN - 5 BEDROOMS TOWN HOUSE.,"Nandi/Miotoni road, Karen, Nairobi, Nairobi",5,75000000
341,Amazing New Ambassadorial House For Sale In Runda,"Runda, Nairobi, Nairobi",5,120000000
342,Stunning Townhouses,"Lavington, Nairobi, Nairobi",5,100000000
344,5 Bedroom House For Sale In Karen (Kenya) - 3KE1374072,"Karen, Nairobi, Nairobi",5,130000000
349,5 Bedroom House For Sale In Runda (Kenya) - 3KE1335208,"Runda, Nairobi, Nairobi",5,95000000
351,Newly Built 5 Bedroom Home at Karen,"Miotoni Road, Karen, Nairobi, Nairobi",5,105000000
352,5 Bedroom House For Sale In Lower Kabete (Kenya) - 3KE1373780,"Lower Kabete, Nairobi, Nairobi",5,100000000
354,Exclusive 5 Bedroom House in Kitisuru - 3KE1279194,"Kitisuru, Kitisuru, Nairobi, Nairobi",5,123000000
355,5 Bedroom House For Sale In Karen (Kenya) - 3KE1341815,"Karen, Nairobi, Nairobi",5,70000000
358,Great Sanctuary! Karen New Five Bedroom Gated Townhouse,"Karen, Karen, Nairobi, Nairobi",5,80000000
361,* Stunning 5-Bedroom all-Ensuite Villa - Othaya Rd,"Lavington, Nairobi, Nairobi",5,70000000
362,Cozy 5-bedroom En-suite Bungalow in Karen,"Karen, Nairobi, Nairobi",5,55000000
365,5 Bedroom House For Sale In Karen (Kenya) - 3KE1232509,"Karen, Nairobi, Nairobi",5,85000000
366,"5 Br House, Runda","Runda, Runda, Nairobi, Nairobi",5,85000000
367,5 Bedroom Town-House Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,60000000
369,Villa at Muhugu Park,"Kerarapon Road, Karen, Nairobi, Nairobi",5,75000000
371,Lavington Villa,"Lavington, Ndoto Road, Lavington, Nairobi, Nairobi",5,85000000
372,5 Bedroom Villas,"Riverside Drive, Riverside, Nairobi, Nairobi",5,105000000
377,"Townhouse 5 Bedrooms, Thika Supper Highway","Thika Road, Nairobi, Nairobi",5,34000000
379,House for sale in Upper Hill - 3KE1307998,"Upper Hill, Upper Hill, Nairobi, Nairobi",5,140000000
381,5 Bedroom House for sale in Karen - 3ke1304661,"Karen Hardy, Karen, Nairobi, Nairobi",5,200000000
385,Karen 5 Bed TownHouse Karen in Gated Community,"Near Banda Schl, Karen, Nairobi, Nairobi",5,65000000
388,5 Bedroom House For Sale In Karen (Kenya) - 3KE1344809,"Karen, Nairobi, Nairobi",5,150000000
390,Outstanding 5 Bedrooms House,"Mimosa, Runda, Nairobi, Nairobi",5,110000000
391,5 Bed Townhouse In Lavington - Amboseli Road - 2206-6,"Lavington, Nairobi, Nairobi",5,65000000
395,Brand New 5 Bedroom House in Muthaiga North,"Muthaiga North, Nairobi, Nairobi",5,70000000
396,5 Bedroom Villa in Lavington Nairobi,"Lavington Nairobi, Lavington, Nairobi, Nairobi",5,110000000
400,Modern 5 Bdrm with Private Garden,"Nairobi, Nairobi",5,75000000
401,5 Bedrooms House in Gigiri,"In avenue, Gigiri, Nairobi, Nairobi",5,130000000
402,5 Bedroom House in Karen-3KE1374072.,"Miotoni., Karen, Nairobi, Nairobi",5,130000000
403,"Lavington, Villa for sale","lavington, Lavington, Nairobi, Nairobi",5,63000000
410,5 Bedroom House For Sale In Karen (Kenya) - 3KE1364954,"Karen, Nairobi, Nairobi",5,90000000
415,5 Bedroom House for sale in Karen - 3ke1304658,"Fair Acres Road, Karen, Nairobi, Nairobi",5,78000000
420,House for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,85000000
421,Five Bedroom House in Rosslyn,"Rosslyn, Nairobi, Nairobi",5,80000000
423,5 Bedroom Cluster House For Sale In Parklands (Kenya) - 3KE1313690,"Parklands, Nairobi, Nairobi",5,105000000
424,"5 Bedroom House, Lavington","Lavington, Lavington, Nairobi, Nairobi",5,85000000
426,5 Bedroom House for sale in Karen - 3ke1342396,"Off Langata Road, Karen, Nairobi, Nairobi",5,120000000
427,Muthaiga North 5 Bedroom,"Muthaiga North, Nairobi, Nairobi",5,75000000
428,"Ambiance Living in Kileleshwa, Nairobi","Othaya Road, Kileleshwa, Nairobi, Nairobi",5,55000000
433,5 Bedroom Villa In Karen - Kerarapon Road - 2191,"Karen, Nairobi, Nairobi",5,80000000
439,5 Bedroom Luxury Houses for sale on Kiambu Road,"Kiambu Road-Nairobi, Kiambu Road, Nairobi, Nairobi",5,50250000
441,Eye Candy! Lavington Five Bedroom Townhouse,"Lavington, Lavington, Nairobi, Nairobi",5,70000000
442,LAVINGTON - 5 BEDROOMS TOWN HOUSE.,"OFF JAMES GICHURU, Lavington, Nairobi, Nairobi",5,70000000
447,for sale Runda 5 Bedroom  Gated Community Pool Gym 90m,"Runda, Runda, Nairobi, Nairobi",5,90000000
450,Modern 5 Bedroom Townhouse for sale in Lavington,"Lavington Kenya, Lavington, Nairobi, Nairobi",5,50000000
456,5 Bedroom House for sale in Karen - 3ke1341815,"Karen, Karen, Nairobi, Nairobi",5,70000000
458,5 Bedroom Townhouse For Sale In Lower Kabete (Kenya) - 3KE1301559,"Lower Kabete, Nairobi, Nairobi",5,120000000
459,5 Bedroom Townhouse For Sale In Lavington (Kenya) - 3KE1341260,"Lavington, Nairobi, Nairobi",5,50000000
462,Elegant 5 Bedroom House - Karen,"Nandi Lane, Karen, Nairobi, Nairobi",5,300000
463,House in Tigoni Limuru,"Limuru road, Nairobi, Nairobi",5,90000000
467,5 Bedroom House For Sale In Kitisuru (Kenya) - 3KE1279194,"Kitisuru, Nairobi, Nairobi",5,123000000
469,5 Bedroom House In Westlands - Donyo Sabuk Avenue - 2186,"Westlands, Nairobi, Nairobi",5,105000000
470,Apartment,"shanzu road, Uhuru, Nairobi, Nairobi",5,62000000
471,"The Greenwood, Kitisuru","Kitisuru, Kitisuru, Nairobi, Nairobi",5,125000000
472,Belken Villas for sale on Riverside Drive,"Riverside, Riverside, Nairobi, Nairobi",5,75000000
473,5 Bedroom Townhouse Syokimau,"Syokimau, Nairobi, Nairobi",5,80000
476,Luxurious 5 Bedroom Executive Townhouse in Lavington,"Lavington, Nairobi, Nairobi",5,110000000
479,Fabulous 5 Bedrooms Town House,"Lavington, Nairobi, Nairobi",5,55000000
480,Above The Crowd! Lavington Five Bedroom Townhouse,"Lavington, Lavington, Nairobi, Nairobi",5,67000000
482,5 Bedroom Town-House for sale in Kasarani,"Kasarani, Kasarani, Nairobi, Nairobi",5,35000000
488,LAVINGTON - 5 BEDROOMS  TOWN HOUSE.,"Off Gitanga road., Lavington, Nairobi, Nairobi",5,65000000
494,House at Karen Standalone,"karen, Karen, Nairobi, Nairobi",5,55000000
496,5 Bedroom House For Sale In Karen (Kenya) - 3KE1304658,"Karen, Nairobi, Nairobi",5,78000000
497,5 Bedroom House for sale in Karen - 3KE1344809,"Karen, Karen, Nairobi, Nairobi",5,150000000
501,Very Spacious 5 Bedrooms All En Suite Town House in Lavington.,"Lavington, Nairobi, Nairobi",5,65000000
502,5 Bedroom House for Sale in Runda - 3KE1335208,"Runda, Runda, Nairobi, Nairobi",5,95000000
507,5 Bedroom Townhouse in Lavington Nairobi,"Lavington Nairobi, Lavington, Nairobi, Nairobi",5,70000000
511,5 Bedroom House for sale in Karen - 3ke1316306,"Miotoni, Karen, Nairobi, Nairobi",5,79000000
513,Ultra-Modern And Exquisite Mansion in Ridgeways,"Ridgeways, Ridgeways, Nairobi, Nairobi",5,65000000
516,New 5 bedroom double storey plus DSQ for sale along Bogani Rd in Karen,"Bogani Rd, Karen, Nairobi, Nairobi",5,100000000
519,5 Bedroom Villa In Lower Kabete Road - 1352-1,"Lower Kabete, Nairobi, Nairobi",5,105000000
520,"The Paddocks, 5 Bedroom Homes (9 Units) - 3 D Lane, Karen","Three D Lane, Karen, Karen, Nairobi, Nairobi",5,100000000
522,"5 Bedroom Townhouse To Let  in Karen, Nairobi","Karen, Karen, Nairobi, Nairobi",5,150000000
531,Real cozy! Membley Beautiful Five Bedroom Maisonette,"Membley, Membley, Nairobi, Nairobi",5,16000000
532,"5 Bedroom House, Eldoret","Riruta, Nairobi, Nairobi",5,50000000
534,Brand New House for sale in Karen - 3ke3004001,"Karen, Karen, Nairobi, Nairobi",5,115000000
537,5 Bedroom House For Sale In Rosslyn (Kenya) - 3KE1363057,"Rosslyn, Nairobi, Nairobi",5,85000000
538,5 Bedroom House For Sale In Karen (Kenya) - 3KE1304661,"Karen, Nairobi, Nairobi",5,200000000
544,"In-Depth Beauty, 5 Bedroom All En-Suite House for sale in Karen","Karen,nairobi, Karen, Nairobi, Nairobi",5,73000000
545,House For Sale In Westlands (Kenya) - 3KE1377368,"Westlands, Nairobi, Nairobi",5,70000000
548,5 Bedroom Townhouse In Lavington - Othaya Road - 2209-8-S,"Lavington, Nairobi, Nairobi",5,65000000
549,5 Bedroom Townhouse in Lavington,"convent drive, Lavington, Nairobi, Nairobi",5,72000000
551,5 Bedroom Townhouse - 0.3 Acre In Lavington - Gitanga Road - 1651-6-I,"Lavington, Nairobi, Nairobi",5,82000000
552,"A Calm and Uniquely Designed 5 Bedrooms Townhouse, Lavington","Off Convent Drive, Lavington, Nairobi, Nairobi",5,65000000
554,Karen Luxurious 4 Bedroom Townhouse,"Karen, Nairobi, Nairobi",5,82000000
555,Picturesque Colonial Home for sale at Muthaiga,"Muthaiga, Muthaiga, Nairobi, Nairobi",5,180000000
556,"An Inviting, Newly Built 5 Bedroom All En-Suite House","Karen, Karen, Nairobi, Nairobi",5,90000000
558,Private Family Paradise! Lavington Five Bedroom Townhouse With SQ,"Lavington, Lavington, Nairobi, Nairobi",5,55000000
561,Luxurious 5 Bedroom All En-Suite-Lavington,"Lavington, Nairobi, Nairobi",5,65000000
562,"Lavington, 5 Bedroom Townhouse","Lavington, Nairobi, Nairobi",5,80000000
566,5 Bed Standalone - 1.5 Acres In Lavington - Njumbi Road - 1457-I,"Lavington, Nairobi, Nairobi",5,200000000
570,"Corner Villas, Brookside Drive - Nairobi","Brookside, Brookside, Nairobi, Nairobi",5,52000000
571,House in Kyuna,"Kyuna, Kyuna, Nairobi, Nairobi",5,80000000
575,5 Bedroom House in Thome.,"Thome, Thome, Nairobi, Nairobi",5,45000000
576,Suburban Splendor! Lavington Five Bedroom Townhouse with SQ,"Lavington, Lavington, Nairobi, Nairobi",5,73000000
578,Attention Grabber! Lavington Five Bedroom Townhouse,"Lavington, Lavington, Nairobi, Nairobi",5,65000000
579,Secluded Leafy Retreat ! Lavington Five Bedroom Townhouse with SQ,"Lavington, Lavington, Nairobi, Nairobi",5,65000000
582,Lavington High End 5 Bedroom Townhouse,"Lavington, Nairobi, Nairobi",5,82000000
584,5 Bedroom House on Kitisuru Road - L474,"Kitisuru Road, Kitisuru, Nairobi, Nairobi",5,250000
585,5 Bedrooms all Ensuite Townhouse,"Lavington, Nairobi, Nairobi",5,45000000
587,Fabulous 5 Bedrooms Town House,"Riverside Drive, Riverside, Nairobi, Nairobi",5,60000000
594,5 bedroom townhouse 4 SALE. Lavington,"MAGETA ROAD, Lavington, Nairobi, Nairobi",5,72000000
596,Townhouse in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,58000000
597,Runda - 5 Bedroom Town-House,"Runda, Runda, Nairobi, Nairobi",5,65000000
598,5 Bedroom House For Sale in Roslyn,"Rosslyn, Nairobi, Nairobi",5,80000000
599,5 Bedroom Townhouse for sale in Karen,"Karen, Karen, Nairobi, Nairobi",5,65000000
612,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5,76000000
626,5 Bedroom Townhouse for sale57m,"Brookside Gardens , Westlands, Westlands, Nairobi, Nairobi",5,57000000
632,"Elegant 5 Bedroom Double-Storey , Along Thika Rd","Clay City, Kasarani, Nairobi, Nairobi",5,22000000
634,Brand New 6 Bedroom Townhouse All En Suite With Dsq,"Convent Drive, Lavington, Nairobi, Nairobi",5,75000000
635,5 Bedroom Townhouse for sale in Karen,"Miotoni Ln, Karen, Nairobi, Nairobi",5,90000000
642,"5 Br Townhouse, Lavington","Mzima Springs, Lavington, Nairobi, Nairobi",5,85000000
644,Karen Stand Alone House,"Karen, Nairobi, Nairobi",5,80000000
645,The New Kitsuru Maisonette House,"Kitisuru, Nairobi, Nairobi",5,130000000
647,Runda 5 Bedroom all En-suite,"Runda, Nairobi, Nairobi",5,95000000
648,5 Bedroom Townhouse for sale in Karen,"Nandi Rd, Karen, Nairobi, Nairobi",5,90000000
649,A 5 Bdrm Townhouse,"LoyanLoyangelani avenue., Lavington, Nairobi, Nairobi",5,65000000
650,5 Bedroom Townhouse In Westlands - Shanzu Road - 1502-7-S,"Spring Valley, Nairobi, Nairobi",5,55000000
652,An Executive 5 Bedroom Townhouse for sale in Lavington Hatheru Rd,"It's along hatheru rd, Lavington, Nairobi, Nairobi",5,65000000
653,5 Bedroom House for sale in Lavington,"Riverside Road, Lavington, Nairobi, Nairobi",5,140000000
660,5 Bedroom Townhouse for sale in Kilimani,"Riara Road, Riara, Nairobi, Nairobi",5,37000000
661,Exceptional Plan House for sale,"Karen, Karen, Nairobi, Nairobi",5,95000000
662,Paramount Houses in Karen,"Karen, Nairobi, Nairobi",5,60000000
663,Lovely Maisonette,"Syokimau, Nairobi, Nairobi",5,14000000
664,"Elegant and Luxurious 5 Bedroom Townhouses in Lavington, Nairobi","Lavington Nairobi, Lavington, Nairobi, Nairobi",5,75000000
666,Beautiful 5 Bedroom Townhouse in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,50000000
667,5 Bedroom Townhouse for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,85000000
673,Delightfully-Made House for sale,"Lavington, Lavington, Nairobi, Nairobi",5,46000000
674,5 Bedroom Townhouse for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,45000000
681,New Town Hse 5 Bd all Ensuite Dsq Study Family Room Gen in Lav,"Nairobi, Nairobi",5,75000000
684,5 Bedroom House for Sale in Karen,"Hillcrest Rd, Karen, Nairobi, Karen, Nairobi, Nairobi",5,110000000
687,5 Bedroom House for sale in Runda,"Runda, Runda, Nairobi, Nairobi",5,130000000
688,5 Bedroom Townhouse for sale in Lavington,"Lavington, Nairobi, Nairobi",5,48000000
689,An Exclusive 5 Bedrooms Town House,"Gitanga road, Lavington, Nairobi, Nairobi",5,75000000
693,"5 Br House, Runda","Runda, Runda, Nairobi, Nairobi",5,230000000
694,Elegant 5 Bedroom Villas for sale in Karen,"Karen, Nairobi, Nairobi",5,80000000
695,A 5 Bedroom Townhouse,"Ngong view, Karen, Nairobi, Nairobi",5,100000000
696,Exclusive 5 Bedroom Detached Villa To Let in Rosslyn Park,"Rossyln Park, Rosslyn, Nairobi, Nairobi",5,100000000
702,5 Bedroom Townhouse in Syokimau,"Syokimau, Syokimau, Nairobi, Nairobi",5,28000000
704,5 Bedroom Town House for sale in Lavington,"Mbambane, Lavington, Nairobi, Nairobi",5,90000000
705,Luxurious 5 Bed Rooms Villa with 2 Dsq on Half Acre in Karen,"FOREST ROAD, Karen, Nairobi, Nairobi",5,105000000
708,Taj Prestige House for sale,"Grevillea grove, Westlands, Nairobi, Nairobi",5,65000000
709,5 Bedrooms Double Story House,"Karen, Nairobi, Nairobi",5,150000000
712,Brand New 5 Bedroom Townhouse All En Suite,"CONVENT ROAD, Lavington, Nairobi, Nairobi",5,65000000
713,Laving Ton Town House for sale,"convent drive, Lavington, Nairobi, Nairobi",5,65000000
717,5 Bedroom Townhouse for sale in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,85000000
718,"Clean, Crisp And Bright Townhouse in Rosslyn","Rosslyn, Nairobi, Nairobi",5,85000000
721,5 Bedroom Townhouse for sale in Lavington,"Mugumo Rd, Lavington, Nairobi, Nairobi",5,82000000
725,Executive 5 Bedroom All En-Suite Townhouse in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,65000000
727,5 Bedroom Townhouse for sale in Karen,"Miotoni Road, Karen, Nairobi, Nairobi",5,85000000
734,5 Bedroom Homes for sale,"Mbagathi ridge, Karen, Karen, Nairobi, Nairobi",5,120000000
737,A 5 Bedroom Townhouse for sale in Lavington Along Hatheru Rd,"It's along hatheru rd, Lavington, Nairobi, Nairobi",5,65000000
741,5 Bedroom Townhouse for sale in Karen,"Miotoni Ln, Karen, Nairobi, Nairobi",5,75000000
742,5 Bedroom Townhouse for sale in Karen,"Miotoni Ln, Karen, Nairobi, Nairobi",5,75000000
743,5 Bedroom House in Lavington,"Convent Drive, Lavington, Nairobi, Nairobi",5,70000000
748,5 Bedroom House + Dsq in Karen for sale!!,"Mukinduri crescent, Karen, Nairobi, Nairobi",5,70000000
751,Five Bedroom Townhouse For Sale In Runda,"Runda, Runda, Nairobi, Nairobi",5,110000000
753,5 bedroom Townhouse for sale in Lavington,"Convent Drive, Lavington, Nairobi, Nairobi",5,85000000
755,"Elegant And Luxurious 5 Bedroom Townhouses for sale in Lavington, Nairobi","Lavington Nairobi, Lavington, Nairobi, Nairobi",5,85000000
756,"Rosslyn Lane, House for sale","Rosslyn lane, Rosslyn, Nairobi, Nairobi",5,120000000
759,"5 Bedroom Home for sale, Sandalwood Estate Karen","Karen, Nairobi, Nairobi",5,89800000
761,Impeccable 5 Bedroom Town- House in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,80000000
762,Beautifully Done 5 Double Storey House,"Loresho, Loresho, Nairobi, Nairobi",5,85000000
763,Karen House,"Karen, Nairobi, Nairobi",5,75000000
769,5 Bedroom House,"Chalbi drive, Lavington, Nairobi, Nairobi",5,100000000
770,Kileleshwa Maisonette,"Kileleshwa, Nairobi, Nairobi",5,40000000
775,Townhouse For Sale In Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,65000000
776,Kitisuru Elegant 5 Bedroom Home,"Kitisuru, Nairobi, Nairobi",5,125000000
777,5 Bedroom Townhouse for sale in Lavington,"Mugumo Rd, Lavington, Nairobi, Nairobi",5,82000000
780,5 Bedroom House in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,56000000
781,"A Sumptuous 5 Bedroom Townhouse for sale in Karen, Off Mukoyeti West Road","Mukoyeti West Road., Karen, Nairobi, Nairobi",5,75000000
785,FOR SALE,"thika, Thika Road, Nairobi, Nairobi",5,15000000
787,The Kyuna Ambassadorial House,"Kyuna, Kyuna, Nairobi, Nairobi",5,130000000
791,5 Bedroom Townhouse For Sale In Lavington,"Muthangari Gardens Maziwa, Lavington, Nairobi, Nairobi",5,67000000
792,"House for sale: Amazing 5 Bedroom, All Ensuite, Dsq - Karen","Karen, Karen, Nairobi, Nairobi",5,75000000
796,Townhouse for sale,"Elmolo drv, Lavington, Nairobi, Nairobi",5,85000000
797,5 Bedroom House for sale in Kyuna,"Mugumo Crescent, Kyuna, Nairobi, Nairobi",5,100000000
799,Magnificent 5 Bedroomed Home on half acre in Karen,"Karen, Karen, Nairobi, Nairobi",5,90000000
800,Luxurious 5 Bedroom House for sale in Karen-3ke1232509,"Karen, Karen, Nairobi, Nairobi",5,85000000
807,"Luxury 5 Bedrooms House For Sale, Marist lane","Marist lane, Karen, Nairobi, Nairobi",5,135000000
809,"5 Bedroom Town House For Sale  in Karen, Nairobi","Karen, Karen, Nairobi, Nairobi",5,80000000
810,Palatial Home 4bdm sq Karen,"Boghani Road, Karen, Nairobi, Nairobi",5,350000
813,"5 Bedroom Ultramodern Townhouse in Muhugu Park, Karen.","Kerarapon rd, Karen, Nairobi, Nairobi",5,73500000
815,An Exclusive And Prestgious Modern 5 Bedroom Townhouse on Grevalia Grove,"Grevillea Grove Westlands, Grevillea Grove, Nairobi, Nairobi",5,58000000
822,"Nairobi, Westlands, 5 Bedroom Maisonette for sale","Westlands, Westlands, Nairobi, Nairobi",5,35000000
823,Karen Maisonette,"Karen, Nairobi, Nairobi",5,85000000
825,5 Bedroom Townhouse for sale in Karen,"Miotoni Ln, Karen, Nairobi, Nairobi",5,75000000
828,VALLEY ARCADE - 5 BEDROOMS TOWN HOUSE WITH GARDEN.,"OFF MBAAZI  AVENUE., Valley arcade , Nairobi, Nairobi",5,50000000
830,"Magnificent and Capacious 5 Bedroom all Ensuite Townhouse with Detached Dsq off Grevillea, Westlands - Nairobi","GREVILLEA, Westlands, Nairobi, Nairobi",5,54000000
831,Marvelous  5  bedroom  double  storey  for  sale,"Runda, Runda, Nairobi, Nairobi",5,125000000
834,Ridgeways 5 Bedroom House,"Ridgeways, Nairobi, Nairobi",5,80000000
835,4 Bedroom Traditional Home & Guest Cottage for sale,"Muthaiga North, Nairobi, Nairobi",5,170000000
836,5 Bedroom House for Sale in Karen,"Miotoni Rd Karen, Karen, Nairobi, Karen, Nairobi, Nairobi",5,85000000
837,5 Bedroom House for sale in Muthaiga,"Old Muthaiga, Muthaiga, Nairobi, Nairobi",5,320000000
838,"4 Bedroom Stand Alone House for sale in Karen, Muiri Lane","Muiri Lane, Karen, Nairobi, Nairobi",5,78000000
839,5  bedroom  townhouse  for  sale  in  westlands,"Brookside, Westlands, Nairobi, Nairobi",5,65000000
842,House in  Lavington,"james gichuru, Lavington, Nairobi, Nairobi",5,45000000
843,A Modern Townhouse in Lavington,"Lavington, Nairobi, Nairobi",5,66000000
846,"Runda, 5 Bedroom for sale","Runda, Runda, Nairobi, Nairobi",5,170000000
855,Brook Side Super 5 Bed Room Town House for sale,"Brook side, Brookside, Nairobi, Nairobi",5,41000000
858,The Grove - Luxurious Five bedroom Villas,"Red Hill, Nairobi, Nairobi",5,80000000
859,5 Bedroom Mansionette in Lavington,"Convent Drive, Lavington, Nairobi, Nairobi",5,40000000
863,5 Bedroom Bungalow on 17 Ac Plot For Sell in Karen,"KAREN KIKENI CLOSE, Karen, Nairobi, Nairobi",5,220000000
869,5 Bedroom Townhouse in Kileleshwa,"KILELESHWA, Kileleshwa, Nairobi, Nairobi",5,60000000
870,Runda 5 Bedroom House for sale 85M,"Runda, Nairobi, Nairobi",5,85000000
875,An Elegant 5 Bedroom all En Suite Townhouse in Lavington,"Kaputei Road, Lavington, Nairobi, Nairobi",5,55000000
883,LUXURY 5 BEDROOMS HOUSE FOR SALE,"Marist lane, Karen, Nairobi, Nairobi",5,135000000
887,House at Rosslyn Loontree for sale,"Rosslyn, Rosslyn, Nairobi, Nairobi",5,100000000
891,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5,76000000
896,Luxury 5 Bedroom House,"Mimosa drive, Runda, Nairobi, Nairobi",5,90000000
897,Stunning 5 Bedroom House in a Gated Community in Runda,"Runda, Runda, Nairobi, Nairobi",5,90000000
903,5 Bedroom Townhouse for sale in Karen,"Mukoyeti West Road, Karen, Nairobi, Nairobi",5,75000000
905,House for sale,"convent drive, Lavington, Nairobi, Nairobi",5,75000000
906,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5,76000000
907,5 Bedroom House for Sale in Karen,"Mukoma Estate, Karen, Nairobi, Karen, Nairobi, Nairobi",5,250000000
909,Karen Townhouse With 5 Bedrooms,"Mbogani Road, Karen, Nairobi, Nairobi",5,75000000
911,5 Bedroom House for sale in Runda,"Runda, Runda, Nairobi, Nairobi",5,120000000
912,5 Bedroom Townhouse for sale in Karen,"Nandi Rd, Karen, Nairobi, Nairobi",5,95000000
913,5 Bedroom Lovely Villa In Lavington,"Kabarsiran Avenue, Lavington, Nairobi, Nairobi",5,75000000
919,A Luxurious 5 Bedroom House on 05 Acres for sale in Runda,"Off panafric insurance avenue, Runda, Nairobi, Nairobi",5,125000000
921,5 Bedroom Townhouse for sale in Kitisuru,"Kitisuru Road, Kitisuru, Nairobi, Nairobi",5,85000000
927,Town House Westlands,"Grivellea Groove off Brookside Drive, Westlands, Nairobi, Nairobi",5,55000000
929,5 Bedroom Town House for sale Chalbi Drive,"chalbi drive, Lavington, Nairobi, Nairobi",5,85000000
930,The Kyuna Ambassadorial House,"Kyuna, Kyuna, Nairobi, Nairobi",5,130000000
932,5 Bedroom House for sale in Kiambu Road,"Kiambu Road, Kiambu Road, Nairobi, Nairobi",5,65000000
934,5 Bedroom Townhouse for sale in Kileleshwa,"Kaputei Rd, Kileleshwa, Nairobi, Nairobi",5,65000000
936,5 Bedroom Townhouse Kerarapon,"Kerarapon, Nairobi, Nairobi",5,35000000
937,5 Bedroom Townhouse for sale in Lavington,"Lavington Green, Lavington, Nairobi, Nairobi",5,85000000
942,Nairobi West Superb 5 Bed Room Maisonette for sale,"Nairobi West, Nairobi West, Nairobi, Nairobi",5,35000000
944,Modern & Spacious House for sale,"Hillcrest road, Karen, Nairobi, Nairobi",5,0
946,Magnificent 5 Bedroom Villa Kerapon Road Karen,"Kerarapon road, Karen, Nairobi, Nairobi",5,75000000
951,5 Bedroom House,"Loresho ridge, Loresho, Nairobi, Nairobi",5,375000000
955,Muthaiga-5 Bedroom Property on 1 Acre Garden,"Muthaiga-5 bedroom house for sale -290M, Muthaiga, Nairobi, Nairobi",5,290000000
958,Cottingham Woods,"Lavington, Nairobi, Nairobi",5,90000000
960,5br Townhouse Runda,"Mimosa, Runda, Nairobi, Nairobi",5,80000000
963,5 Bedroom Townhouse For sale Lavington,"Convent Rd, Lavington, Lavington, Nairobi, Nairobi",5,75000000
966,Luxury Harbor in Karen,"Karen, Karen, Nairobi, Nairobi",5,68000000
967,5 Bedrooms Townhouse all Ensuite in Lavington,"Lavington, Nairobi, Nairobi",5,45000000
969,5 Bedroom Townhouse for sale in Lavington,"Mugumo Rd, Lavington, Nairobi, Nairobi",5,82000000
973,5 Bedroom House For Sale In Kitengela In New Valley On 1/4 Acre,"Kitengela, Riruta, Nairobi, Nairobi",5,15900000
974,5 Bedroom House for sale in Runda,"Runda, Runda, Nairobi, Nairobi",5,130000000
975,5 Bedroom Townhouse for sale in Lavington,"Amboseli, Lavington, Nairobi, Nairobi",5,70000000
977,Luxurious Town House for sale,"Kileleshwa-vihiga road, Kileleshwa, Nairobi, Nairobi",5,85000000
985,5 Bedroom Townhouse for sale in Lavington,"Convent Rd, Lavington, Nairobi, Nairobi",5,76000000
990,Runda- 5 Bedroom Townhouse,"Runda house for sale, Runda, Nairobi, Nairobi",5,85000000
999,"5 Bedroom Townhouse in Westlands, Nairobi","Grevillea Groove, Westlands, Nairobi, Westlands, Nairobi, Nairobi",5,70000000
1002,Luxurious House for sale in Kileleshwa -Vihiga Road,"Kileleshwa-vihiga road, Kileleshwa, Nairobi, Nairobi",5,85000000
1003,5 Bedroom Townhouse in Syokimau,"Syokimau, Nairobi, Nairobi",5,28000000
1007,Amazing 5 Bedrooms House in Lavington,"Lavington, Lavington, Nairobi, Nairobi",5,72000000
1008,Newly Built 5 Bedroom Double Storey House in Ridgeways,"Ridgeways, Ridgeways, Nairobi, Nairobi",5,110000000
1009,"Lavington, 5 Bedroom for sale","washika rd, Lavington, Nairobi, Nairobi",5,85000000
